ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
223,     7,     8,     9,     5,     0,     3,     6,     6,     7,     5,     3,     1,     1,     0,     1,     4,     2,     7,    10,     9
224,     2,     3,     9,     2,     2,     0,     0,     5,     7,     4,     2,     4,    10,     5,     2,     5,     7,     5,     2,     0
225,     1,     6,     7,     0,     1,     1,     0,     6,     3,     4,     2,     6,     8,     6,     0,     4,     8,     8,     0,     0
226,     2,     1,     1,     8,     1,     2,     8,     6,     2,     6,     4,     2,     6,     1,     5,     4,     7,     4,     9,     3
227,     1,     5,     8,     0,     0,     0,     1,     5,     5,     6,     2,     4,     9,     5,     3,     4,     6,     3,     0,     0
228,     5,     7,     1,     6,     5,     2,     5,     2,     3,     3,     6,     3,     4,     8,     2,     1,     2,     4,     4,     2
229,     4,     6,     8,     4,     0,     1,     3,     4,     9,     7,     4,     1,     0,     3,     0,     4,     4,     3,     9,    10
230,     4,     6,     9,     8,     1,     1,     5,     5,     8,     6,     2,     0,     1,     0,     1,     2,     1,     5,     8,     8
231,     5,     6,     8,     5,     0,     1,     4,     3,     8,     8,     1,     0,     1,     0,     2,     1,     0,     6,    10,     8
232,     2,     0,     2,     7,     1,     0,     5,     4,     1,     6,     2,     1,     2,     3,     5,     5,     7,     7,     3,     1
233,     1,     6,     8,     0,     3,     1,     1,     5,     4,     4,     4,     6,     9,     6,     2,     4,     7,     5,     0,     0
234,     5,     8,     9,     7,     0,     0,     4,     3,     8,     4,     3,     0,     0,     0,     3,     0,     1,     4,     9,    10
235,     2,     1,     2,    10,     3,     1,    10,     2,     1,     3,     3,     3,     2,     0,     4,     3,     7,     6,     6,     3
236,     3,     0,     2,     8,     4,     0,     7,     6,     2,     2,     1,     5,     3,     4,     7,     6,     5,     7,     5,     3
237,     5,     7,     6,     6,     0,     0,     4,     6,     7,     4,     2,     2,     1,     0,     0,     1,     0,     4,     7,     9
238,     4,     2,     1,     8,     0,     0,     9,     3,     1,     6,     3,     3,     5,     4,     5,     6,     9,     5,     5,     4
239,     1,     2,     2,     8,     5,     2,     7,     6,     1,     5,     0,     4,     6,     1,     7,     4,    10,     5,     7,     3
240,     1,     6,     9,     0,     2,     2,     1,     4,     5,     5,     2,     5,     5,     2,     4,     2,     8,     5,     0,     0
241,     5,     3,     9,     6,     0,     0,     6,     6,     9,     4,     2,     2,     1,     1,     4,     5,     3,     7,    10,     8
242,     3,     6,     7,     5,     0,     2,     2,     5,     8,     5,     1,     3,     2,     0,     3,     1,     2,     5,     8,     8
243,     3,     8,     9,     0,     0,     1,     2,     6,     5,     4,     1,     4,     9,     6,     3,     1,     9,     5,     0,     0
244,     4,     6,     9,     1,     0,     0,     2,     4,     5,     6,     3,     4,     9,     3,     4,     0,     6,     7,     0,     0
245,     2,     7,     6,     0,     0,     0,     3,     7,     7,     7,     3,     4,     8,     7,     3,     4,     8,     4,     0,     0
246,     1,     3,     1,     9,     2,     1,     8,     6,     1,     5,     2,     1,     5,     3,     5,     4,     5,     3,     7,     3
247,     8,     4,     1,     8,     4,     1,     4,     0,     7,     4,     6,     6,     3,     6,     2,     3,     1,     4,     3,     5
248,     4,     7,     6,     7,     0,     1,     2,     5,    10,     4,     3,     1,     1,     1,     2,     2,     2,     3,     9,     9
249,     8,     6,     1,     5,     7,     0,     3,     2,     6,     3,     6,     2,     3,     5,     3,     1,     3,     8,     6,     8
250,     7,     6,     9,     5,     0,     1,     4,     7,     8,     1,     1,     3,     2,     0,     1,     3,     1,     4,     7,     9
251,     6,     6,     7,     9,     0,     1,     3,     6,     8,     4,     2,     3,     3,     1,     2,     3,     3,     7,    10,    10
252,     1,     3,     0,     8,     2,     1,     8,     6,     3,     6,     1,     0,     5,     2,     6,     3,     7,     4,     3,     3
253,     5,     6,     1,     7,     5,     0,     4,     0,    10,     5,     7,     1,     4,     8,     3,     4,     3,     5,     3,     3
254,     2,     7,     8,     1,     0,     3,     0,     5,     4,     4,     3,     3,     9,     6,     2,     3,     5,     4,     0,     0
255,     1,     2,     2,     9,     4,     3,     6,     8,     2,     5,     1,     5,     6,     4,     4,     6,     7,     5,     3,     0
256,     0,     4,     3,     5,     4,     0,     9,     2,     1,     2,     2,     1,     5,     3,     8,     3,     7,     8,     7,     3
257,     3,     5,     9,     1,     0,     0,     3,     5,     1,     3,     1,     4,    10,     6,     4,     5,     5,     5,     1,     0
258,     3,     8,     8,     4,     0,     0,     4,     7,    10,     7,     3,     0,     1,     0,     3,     3,     1,     7,    10,    10
259,     9,     2,     0,     6,     5,     1,     4,     1,     5,     7,     5,     3,     1,     8,     4,     4,     4,     5,     7,     1
260,     3,     6,     7,     2,     2,     1,     2,     4,     6,     4,     2,     5,     9,     4,     3,     1,     4,     8,     0,     0
261,     0,     4,     3,     7,     2,     1,     9,     5,     1,     7,     1,     2,     5,     1,     6,     4,     5,     5,     4,     1
262,     1,     4,     5,     0,     0,     0,     0,     6,     6,     6,     1,     5,    10,     5,     3,     4,     4,     4,     1,     0
263,     9,     5,     0,     5,     5,     1,     5,     0,     1,     7,     7,     0,     4,     7,     3,     7,     3,     6,     4,     5
264,     3,     0,     3,     8,     2,     0,     9,     7,     0,     6,     1,     3,     6,     4,     6,     5,     6,     5,     6,     1
265,     3,     2,    10,     1,     0,     1,     3,     4,     5,     5,     1,    10,     9,     4,     2,     2,    10,     5,     0,     0
266,     3,     0,     3,     8,     1,     1,     9,     4,     0,     4,     1,     1,     5,     3,     4,     6,     7,     5,     4,     0
267,     5,     5,     8,     8,     1,     1,     4,     5,     9,     5,     1,     2,     1,     1,     1,     1,     1,     2,    10,    10
268,     1,     2,     4,     7,     2,     1,     9,     5,     2,     4,     1,     3,     3,     3,     2,     8,     8,     7,     7,     3
269,     2,     1,     2,     8,     2,     1,     9,     5,     2,     5,     2,     2,     6,     3,     6,     4,     7,     6,     3,     2
270,     3,     5,     9,     1,     1,     0,     1,     5,     7,     8,     1,     5,     7,     2,     3,     3,     6,     5,     1,     0
271,     9,     7,     0,     9,     4,     1,     4,     2,     2,     4,     6,     1,     2,     9,     5,     4,     3,     6,     6,     6
272,     3,     3,     8,     3,     1,     0,     0,     7,     5,     4,     4,     5,    10,     2,     3,     0,     7,     5,     0,     0
273,     2,     2,     2,     9,     1,     1,     7,     7,     1,     6,     2,     2,     3,     2,     5,     5,     8,     3,     7,     2
274,     4,     1,     4,     8,     2,     0,    10,     5,     0,     4,     2,     4,     7,     2,     8,     5,     6,     6,     4,     1
275,     0,     2,     2,     8,     1,     2,     6,     5,     2,     5,     2,     0,     2,     4,     7,     7,     8,     8,     5,     1
276,     5,     7,     8,     7,     1,     0,     4,     4,     7,     4,     3,     1,     2,     1,     0,     5,     2,     8,     8,    10
277,     3,     5,     8,     6,     0,     1,     4,     6,     8,     4,     2,     0,     0,     1,     0,     2,     1,     5,    10,     9
278,     8,     7,     2,     8,     8,     0,     4,     0,     5,     5,     6,     3,     2,     8,     4,     2,     3,     5,     5,     2
279,     4,    10,     9,     5,     1,     0,     5,     5,     9,     5,     3,     1,     0,     1,     3,     1,     0,     5,     8,     9
280,     2,     0,     0,     9,     4,     1,     8,     3,     0,     3,     2,     3,     2,     2,     5,     7,     7,     6,     5,     2
281,     4,     8,     7,     0,     1,     1,     2,     4,     6,     4,     2,     4,     9,     7,     2,     4,     9,     2,     0,     0
282,     1,     1,     2,     7,     1,     0,     8,     3,     1,     4,     2,     1,     4,     2,     7,     3,     9,     4,     7,     1
283,     7,     5,    10,     8,     0,     0,     3,     6,    10,     7,     2,     2,     0,     1,     1,     2,     3,     7,     9,     9
284,     7,     4,     1,    10,     8,     0,     2,     0,     4,     5,     5,     3,     3,     8,     2,     5,     1,     5,     4,     3
285,     5,     5,    10,     5,     0,     0,     6,     7,     7,     6,     5,     1,     1,     1,     2,     1,     2,     7,     8,     9
286,     8,     5,     2,     7,     7,     1,     3,     1,     5,     7,     7,     0,     5,     5,     0,     7,     1,     2,     4,     4
287,     3,     3,     2,     7,     3,     4,     7,     3,     1,     4,     3,     2,     4,     5,     9,     5,     4,     5,     5,     1
288,     4,     7,     9,     6,     0,     1,     7,     3,     8,     7,     2,     0,     2,     1,     1,     4,     0,     3,     8,    10
289,     4,     8,    10,     9,     0,     0,     6,     5,    10,     5,     5,     2,     2,     0,     2,     1,     6,     4,     8,    10
290,     1,     2,     1,     8,     2,     0,     8,     8,     2,     7,     2,     1,     3,     2,     6,     5,     6,     7,     7,     0
291,     3,     5,     8,     0,     1,     0,     3,     7,     4,     6,     4,     6,    10,     7,     3,     5,     8,     4,     0,     0
292,     0,     8,     9,     1,     1,     1,     0,     2,     5,     4,     1,     5,    10,     3,     2,     2,     7,     8,     1,     0
293,     8,     8,     1,     5,     6,     1,     5,     0,     3,     6,     5,     1,     1,    10,     2,     5,     1,     4,     5,     1
294,     4,     6,     8,     6,     0,     2,     5,     3,     8,     7,     2,     2,     0,     0,     3,     5,     3,     3,    10,    10
295,     2,     7,     9,     8,     1,     0,     6,     6,     8,     6,     4,     0,     3,     0,     2,     4,     0,     6,     7,    10
296,     6,     8,     0,    10,     6,     0,     2,     0,     4,     5,     8,     3,     3,     7,     3,     4,     1,     8,     6,     3
297,     2,     6,     9,     6,     1,     0,     2,     4,     7,     6,     2,     2,     1,     0,     3,     2,     1,     3,    10,     8
298,     2,     2,     2,     7,     1,     1,     9,     2,     1,     6,     0,     4,     5,     3,     9,     5,     7,     3,     4,     2
299,     2,     7,     8,     0,     0,     0,     2,     5,     6,     4,     2,     5,     9,     5,     1,     2,     6,     3,     0,     0
300,     0,     0,     1,     6,     1,     1,     9,     6,     1,     7,     2,     2,     3,     2,     5,     6,     6,     4,     6,     1
301,     6,     9,    10,     6,     0,     0,     5,     7,     8,     4,     4,     2,     1,     0,     0,     1,     1,     4,     9,     9
302,     9,     9,     1,     8,     8,     1,     3,     1,     7,     3,     6,     2,     2,     7,     3,     3,     0,     5,     6,     4
303,     5,     6,     9,     0,     0,     1,     0,     6,     5,     5,     3,     5,     9,     6,     2,     3,     8,     6,     0,     0
304,     3,     1,     1,     7,     2,     0,     6,     4,     2,     6,     1,     1,     4,     1,     7,     8,     7,     6,     6,     0
305,     1,     7,     9,     2,     0,     2,     1,     4,     4,     5,     2,     7,    10,     2,     2,     4,    10,     7,     1,     0
306,     2,     7,     8,     0,     0,     2,     2,     4,     2,     6,     1,     6,     9,     2,     5,     1,     8,     7,     0,     0
307,     5,     4,    10,     3,     1,     1,     1,     7,     5,     6,     5,     6,     9,     5,     2,     3,     5,     5,     0,     0
308,     3,     3,     3,     9,     1,     1,     9,     2,     0,     5,     1,     4,     3,     2,     6,     5,     8,     5,     4,     3
309,     3,     2,     0,     9,     3,     0,     8,     4,     4,     3,     1,     4,     2,     1,     6,     4,     7,     6,     6,     1
310,     3,     0,     1,     8,     2,     0,     9,     2,     1,     7,     3,     3,     5,     5,     6,     6,     6,     3,     8,     3
311,     3,     6,     9,     1,     2,     1,     1,     4,     5,     5,     0,     4,     9,     6,     3,     4,     9,     4,     0,     0
312,     5,     7,     3,     7,     8,     2,     6,     1,     6,     5,     6,     2,     4,     3,     3,     4,     2,     7,     2,     4
313,     8,     8,     2,     8,     4,     1,     2,     1,     4,     4,     8,     2,     2,     4,     3,     4,     3,     8,     2,     2
314,     7,     6,     0,     8,     4,     1,     4,     1,     5,     4,     5,     3,     1,     6,     0,     5,     0,     4,     5,     2
315,     8,    10,     1,     7,     7,     1,     5,     0,     4,     4,     8,     3,     4,     5,     3,     4,     1,     6,     6,     3
316,     3,     1,     3,     9,     1,     1,     7,     6,     2,     6,     0,     3,     5,     3,     6,     4,     7,     5,     4,     1
317,     3,     1,     0,     9,     5,     1,     8,     3,     0,     5,     2,     3,     3,     4,     8,     3,     9,     4,     5,     3
318,     5,     5,     8,     7,     0,     1,     5,     8,     9,     4,     5,     1,     0,     0,     0,     2,     2,     5,     9,     8
319,     2,     7,     8,     0,     2,     1,     0,     6,     3,     2,     3,     5,     9,     5,     0,     4,     7,     3,     0,     0
320,     7,     6,     0,     8,     8,     2,     3,     0,     2,     3,     9,     3,     1,     6,     1,     2,     1,     5,     3,     5
321,     3,     1,     3,     9,     4,     3,     7,     7,     0,     5,     2,     2,     2,     2,     6,     4,    10,     3,     5,     0
322,     4,     2,     1,     8,     2,     0,     6,     7,     2,     7,     1,     1,     4,     2,     4,     4,     7,     7,     3,     2
323,     3,     8,     4,     8,    10,     0,     5,     0,     3,     6,     6,     2,     3,     6,     3,     4,     3,     5,     3,     3
324,     2,     2,     2,     9,     2,     1,     9,     6,     1,     5,     0,     5,     7,     5,     5,     6,     7,     5,     4,     1
325,     8,    10,     1,     6,     7,     1,     2,     2,     4,     5,     9,     1,     3,     8,     4,     5,     1,     7,     7,     3
326,     1,     8,     9,     0,     0,     0,     1,     5,     6,     4,     5,     8,     7,     7,     4,     4,     7,     4,     1,     0
327,     6,     6,     9,     8,     0,     1,     6,     4,    10,     7,     5,     0,     2,     1,     3,     1,     3,     6,     9,     9
328,     1,     2,     4,    10,     2,     1,     9,     6,     1,     6,     3,     2,     5,     1,     7,     7,     6,     4,     5,     2
329,     8,     8,     2,     5,     5,     4,     3,     1,     3,     7,     7,     4,     5,     7,     2,     1,     2,     7,     5,     4
330,     3,     3,     2,     9,     1,     2,     8,     3,     2,     5,     3,     3,     7,     5,     6,     5,     8,     5,     6,     2
331,     7,     5,     9,     4,     0,     1,     4,     3,     9,     7,     2,     0,     0,     0,     2,     2,     3,     7,     7,     9
332,     2,     2,     2,     7,     3,     0,    10,     6,     0,     5,     1,     1,     4,     4,     7,     5,     8,     5,     4,     2
333,     4,     8,    10,     1,     1,     0,     2,     7,     6,     5,     1,     4,     8,     3,     3,     2,     6,     7,     0,     0
334,     0,     5,     3,    10,     2,     1,     6,     6,     2,     2,     1,     0,     5,     0,     7,     3,     5,     3,     6,     2
335,     3,     5,     8,     1,     0,     0,     2,     4,     3,     6,     2,     5,    10,     1,     5,     4,     8,     5,     0,     0
336,     3,     8,     9,     1,     1,     0,     0,     5,     6,     6,     0,     3,    10,     8,     3,     3,     8,     4,     0,     0
337,     3,     2,     1,     4,     1,     0,     8,     4,     0,     6,     2,     1,     5,     1,     4,     5,     8,     4,     4,     2
338,     1,     5,     1,     7,     5,     0,     9,     6,     0,     6,     2,     2,     4,     2,     6,     5,     4,     6,     6,     1
339,     3,     1,     2,     8,     1,     1,     7,     6,     0,     6,     2,     2,     1,     1,     7,     3,     5,     4,     9,     1
340,     5,     7,     8,     6,     0,     0,     3,     5,     9,     3,     4,     1,     0,     0,     1,     3,     1,     1,    10,     9
341,     8,     6,     0,     6,     3,     2,     5,     0,     4,     6,     7,     3,     2,     9,     2,     5,     1,     7,     3,     6
342,     6,     7,    10,     3,     0,     0,     8,     4,     8,     3,     2,     0,     2,     0,     3,     1,     3,     4,    10,    10
343,    10,     6,     0,     7,     6,     0,     4,     4,     4,     7,     6,     1,     2,     5,     3,     2,     2,     4,     4,     4
344,     1,     2,     9,     1,     0,     1,     0,     6,     6,     8,     2,     3,    10,     4,     5,     0,     8,     5,     1,     0
345,     5,     2,     8,     7,     0,     0,     1,     6,     7,     3,     2,     0,     1,     1,     2,     3,     3,     4,     9,     7
346,     3,    10,     9,     0,     0,     1,     1,     3,     5,     3,     1,     4,    10,     5,     4,     2,     9,     3,     2,     0
347,     8,     9,     2,     2,     5,     1,     4,     0,     4,     5,     6,     1,     3,     5,     2,     3,     1,     4,     7,     5
348,     3,     4,    10,     2,     0,     3,     1,     5,     6,     5,     0,     7,     9,     7,     3,     1,     6,     6,     1,     0
349,     0,     2,     3,     9,     4,     1,     9,     6,     0,     8,     1,     3,     5,     2,     6,     6,     4,     4,     6,     2
350,     1,     3,     1,     6,     4,     0,     8,     3,     1,     7,     1,     4,     5,     4,     4,     6,     8,     7,     5,     1
351,     3,     5,     7,     1,     2,     0,     0,     6,     7,     3,     1,     6,    10,     4,     0,     1,     9,     3,     0,     0
352,     2,     3,     0,     6,     2,     0,     9,     4,     0,     6,     2,     4,     6,     1,     7,     3,     8,     5,     3,     3
353,     3,     7,    10,     0,     2,     3,     1,     6,     5,     4,     3,     6,     9,     4,     2,     7,     9,     3,     0,     0
354,     3,     1,     3,     8,     3,     0,     8,     6,     1,     6,     3,     2,     2,     3,     6,     4,     9,     6,     6,     2
355,     8,     8,     1,     7,     7,     2,     6,     0,     3,     7,     8,     1,     1,     7,     4,     2,     3,     5,     4,     2
356,     6,     5,     8,     3,     0,     1,     2,     7,    10,     6,     6,     0,     1,     0,     2,     3,     3,     4,     7,     9
357,     5,     2,     0,     8,     0,     0,     7,     6,     0,     4,     1,     2,     4,     2,     9,     3,     6,     4,     6,     1
358,     8,     5,     8,     6,     0,     3,     2,     2,     7,     5,     4,     1,     2,     0,     2,     2,     1,     8,    10,    10
359,     7,     7,     2,     7,     6,     0,     3,     1,     5,     4,     5,     3,     2,     5,     3,     1,     2,     7,     4,     3
360,     1,     1,     1,     8,     3,     3,    10,     5,     1,     5,     0,     2,     3,     1,     7,     5,     6,     5,     2,     2
361,     7,     5,    10,     8,     0,     3,     5,     2,     8,     3,     4,     2,     0,     1,     2,     1,     3,     5,     9,     9
362,     8,     6,     2,     4,     7,     1,     4,     1,     5,     5,     6,     2,     1,     7,     3,     4,     2,     4,     6,     3
363,     7,     8,     0,     9,     7,     1,     8,     2,     3,     5,     3,     1,     1,     5,     5,     2,     1,     7,     6,     3
364,     2,     4,     6,     7,     0,     3,     4,     6,     9,     5,     3,     0,     2,     0,     1,     2,     4,     5,     9,    10
365,     7,     7,     9,     7,     0,     1,     6,     4,     9,     6,     2,     3,     2,     1,     3,     1,     1,     6,     8,     9
366,     6,     7,     1,     7,     6,     0,     4,     1,     3,     4,    10,     0,     2,     6,     1,     2,     1,     5,     8,     4
367,     1,     3,     1,     9,     1,     1,     9,     7,     0,     8,     1,     1,     5,     2,     7,     5,     7,     3,     3,     0
368,     1,     3,     1,     5,     2,     0,     7,     4,     2,     5,     0,     4,     5,     3,     5,     4,     8,     2,     5,     1
369,     1,     4,     5,     7,     4,     1,    10,     5,     1,     5,     0,     5,     2,     1,     9,     7,     8,     6,     5,     2
370,     2,     6,    10,     3,     0,     0,     0,     3,     7,     5,     2,     4,     9,     2,     4,     4,     8,     6,     0,     0
371,     3,     4,     2,     9,     3,     1,     7,     3,     0,     4,     2,     1,     1,     5,     6,     2,     7,     2,     6,     3
372,     7,     5,     1,     8,     5,     1,     3,     1,     1,     7,     6,     3,     2,     7,     5,     4,     1,     5,     4,     4
373,     4,     1,     4,     7,     3,     1,     8,     2,     2,     7,     3,     2,     6,     1,     6,     5,     8,     6,     6,     1
374,     3,     6,     8,     3,     0,     0,     1,     7,     4,     6,     1,     5,     9,     8,     0,     3,     7,     4,     0,     0
375,     8,     6,     1,     7,     6,     0,     3,     3,     8,     6,     4,     3,     0,     6,     1,     5,     1,     4,     4,     4
376,     8,     6,     9,     7,     0,     0,     7,     7,     7,     4,     3,     1,     0,     0,     1,     2,     2,     5,     8,     8
377,     2,     8,     8,     3,     0,     1,     4,     6,     9,     5,     2,     1,     1,     1,     1,     2,     1,     6,     9,    10
378,     2,     2,     2,     9,     2,     3,    10,     5,     0,     5,     3,     2,     7,     5,     6,     7,     7,     4,     4,     3
379,     3,     0,     2,    10,     1,     2,     9,     5,     1,     4,     1,     1,     4,     2,     5,     4,     7,     4,     6,     4
380,     3,     3,     3,    10,     2,     0,    10,     6,     0,     4,     0,     3,     3,     2,     6,     5,     7,     5,     6,     1
381,     2,     5,     4,     6,     2,     0,     9,     3,     0,     4,     5,     2,     5,     2,     7,     6,     6,     5,     4,     1
382,     3,     8,     9,     1,     0,     0,     0,     6,     4,     4,     2,     6,     8,     3,     1,     3,     7,     5,     0,     0
383,     7,     6,    10,     5,     1,     0,     3,     3,     8,     6,     5,     1,     1,     0,     5,     3,     2,     4,     7,     7
384,     0,     2,     2,     5,     3,     1,     7,     4,     0,     3,     1,     2,     5,     3,     7,     5,     6,     5,     4,     3
385,     2,     6,     9,     2,     2,     0,     0,     5,     6,     3,     2,     6,    10,     4,     1,     2,     8,     4,     0,     0
386,     5,     5,     8,     4,     0,     0,     9,     4,     7,     4,     4,     1,     1,     0,     2,     2,     4,     7,     7,     9
387,     7,     4,     9,     5,     0,     2,     5,     2,     8,     2,     2,     3,     1,     0,     3,     0,     2,     4,    10,     9
388,     6,     6,     7,     7,     1,     0,     4,     7,    10,     6,     2,     0,     1,     0,     2,     1,     0,     7,    10,    10
389,     9,     9,     2,     6,     5,     0,     3,     1,     6,     5,     6,     3,     1,     7,     2,     5,     2,     4,     5,     4
390,     5,     4,     8,     0,     0,     1,     0,     5,     5,     4,     2,     9,     9,     3,     4,     0,     7,     5,     0,     0
391,     9,     7,     1,     9,     8,     2,     4,     2,     6,     6,     8,     3,     7,     7,     3,     4,     3,     5,     4,     3
392,     1,     2,     2,     8,     1,     2,     8,     5,     1,     4,     1,     1,     6,     5,     7,     4,     8,     5,     6,     1
393,     6,     6,     1,     7,     5,     3,     4,     0,     4,     6,     7,     5,     2,     5,     3,     0,     1,     4,     5,     3
394,     7,     5,     0,     5,     7,     2,     4,     1,     5,     4,     6,     2,     1,     4,     3,     2,     3,     6,     3,     2
395,     1,     8,     9,     0,     0,     3,     0,     3,     5,     6,     3,     3,     9,     5,     2,     3,     9,     6,     1,     0
396,     5,     7,     7,     7,     0,     0,     3,     3,     9,     5,     4,     0,     1,     0,     4,     1,     2,     4,     9,     9
397,     2,     0,     3,     9,     2,     2,     6,     7,     2,     6,     1,     1,     2,     3,     7,     8,     9,     5,     5,     3
398,     6,     5,     7,     6,     0,     0,     6,     7,     9,     4,     2,     0,     0,     0,     2,     2,     2,     7,     7,     8
399,     2,     4,     7,     1,     0,     0,     0,     3,     1,     4,     4,     8,     9,     5,     3,     1,     8,     6,     0,     0
400,     2,     3,     0,     7,     3,     0,     7,     8,     1,     3,     2,     3,     4,     4,     7,     8,     8,     9,     5,     2
401,    10,     8,     0,     6,     7,     0,     4,     0,     3,     7,     6,     3,     1,     8,     3,     4,     1,     5,     5,     5
402,     1,     6,     9,     1,     0,     1,     3,     5,     7,     4,     1,     6,    10,     6,     2,     2,     8,     5,     0,     0
403,     3,     9,     7,     3,     0,     1,     1,     7,     7,     2,     1,     4,     9,     4,     3,     2,     7,     4,     2,     0
404,     3,     4,     9,     1,     0,     1,     1,     6,     7,     7,     3,     3,     9,     4,     4,     3,     7,     6,     0,     0
405,     2,     3,     1,     8,     0,     0,     7,     8,     0,     3,     4,     1,     4,     4,     6,     5,     7,     3,     6,     1
406,     5,     3,     2,    10,     2,     0,     9,     6,     1,     2,     2,     1,     3,     3,     4,     5,     6,     8,     4,     2
407,     5,     3,     2,    10,     0,     0,     6,     5,     0,     4,     3,     5,     6,     4,     6,     4,     6,     7,     4,     5
408,     5,     8,    10,     1,     0,     0,     2,     6,     7,     6,     1,     8,     9,     3,     2,     1,     6,     4,     0,     0
409,     3,     3,     0,     5,     1,     1,     9,     4,     0,     3,     4,     2,     4,     2,     2,     6,     6,     5,     4,     3
410,     4,     7,     8,     4,     0,     2,     4,     6,     9,     4,     3,     2,     2,     1,     1,     4,     6,     3,    10,     9
411,     0,     8,     7,     1,     0,     0,     0,     6,     4,     4,     2,     5,     9,     5,     2,     3,     9,     4,     1,     0
412,     4,     6,     9,     5,     0,     1,     6,     3,     8,     6,     2,     2,     1,     0,     4,     2,     1,     2,     9,    10
413,     6,     6,    10,     7,     0,     0,     2,     2,     9,     6,     4,     2,     2,     1,     1,     4,     2,     3,    10,     8
414,     3,     2,     4,     8,     3,     2,     7,     4,     0,     4,     2,     3,     4,     1,     5,     4,     8,     5,     7,     3
415,     5,     1,     3,     7,     4,     2,     8,     4,     0,     4,     0,     3,     6,     4,     6,     7,     9,     4,     7,     2
416,     3,     4,     8,     0,     1,     1,     0,     5,     2,     5,     3,     7,     8,     5,     1,     1,     8,     4,     0,     0
417,     5,     1,     3,     5,     2,     1,    10,     5,     1,     4,     0,     2,     2,     1,     7,     3,     8,     3,     7,     2
418,     5,     5,    10,     2,     0,     1,     2,     6,     2,     5,     4,     5,    10,     5,     1,     1,     7,     5,     0,     0
419,     1,     1,     0,     7,     4,     1,     8,     5,     0,     6,     1,     3,     2,     2,     6,     3,     4,     4,     6,     0
420,     3,     1,     1,     8,     2,     3,     9,     4,     1,     6,     1,     1,     2,     3,     8,     3,     7,     7,     3,     1
421,     0,     0,     2,     7,     1,     0,     9,     8,     3,     4,     1,     2,     6,     3,     4,     6,     6,     3,     4,     2
422,     5,     7,     9,     5,     1,     2,     7,     3,     8,     4,     1,     2,     1,     0,     3,     1,     4,     4,     9,    10
423,     4,     3,     2,    10,     4,     1,     9,     3,     3,     5,     2,     0,     2,     1,     7,     5,     6,     6,     2,     1
424,     7,     7,     1,     7,     6,     3,     6,     1,     4,     2,     7,     2,     4,     7,     2,     1,     2,     7,     6,     1
425,     6,     8,     9,     6,     0,     1,     5,     3,     9,     6,     2,     0,     4,     0,     1,     3,     0,     4,     9,     8
426,     5,     4,     8,     6,     0,     0,     6,     5,     9,     2,     6,     4,     1,     0,     3,     3,     2,     6,     9,    10
427,     6,     8,     7,     8,     0,     1,     5,     5,     9,     5,     1,     2,     0,     0,     2,     2,     3,     6,     9,     9
428,     8,     7,     8,     6,     2,     0,     6,     5,     9,     6,     4,     2,     0,     0,     2,     1,     2,     6,     8,     8
429,     1,     3,     2,     7,     1,     2,     7,     6,     1,     6,     2,     1,     5,     5,     4,     5,     8,     2,     3,     0
430,     5,     6,     8,     7,     0,     2,     2,     5,    10,     5,     3,     1,     1,     0,     2,     2,     3,     3,     8,     7
431,     8,     9,     3,     8,     3,     1,     5,     0,     5,     5,     7,     3,     4,     8,     1,     5,     1,     5,     7,     2
432,     7,     5,     0,     6,     7,     0,     2,     1,     6,     4,     6,     5,     5,     7,     1,     0,     0,     4,     3,     0
433,     6,     9,     9,     5,     1,     2,     4,     9,     6,     2,     6,     0,     3,     1,     0,     3,     1,     5,     8,     8
434,     4,     3,     3,     7,     5,     1,     8,     6,     1,     7,     4,     1,     4,     2,     7,     4,     5,     4,     6,     2
435,     5,     6,     0,     6,     7,     2,     2,     1,     4,     5,     5,     2,     2,     5,     2,     2,     1,     4,     5,     4
436,     8,     6,     1,     3,     4,     0,     3,     2,     2,     6,     6,     2,     1,    10,     2,     2,     1,     4,     1,     4
437,     8,     8,     1,     9,     5,     1,     3,     1,     6,     7,     8,     3,     2,     8,     2,     2,     2,     4,     6,     5
438,     8,     7,     3,     7,     4,     1,     1,     2,     4,     5,     6,     3,     5,     8,     3,     6,     2,     5,     5,     2
439,     1,     3,     2,     8,     0,     1,    10,     7,     2,     7,     1,     1,     5,     3,     8,     3,     7,     6,     7,     0
440,     3,     6,     1,     8,     3,     3,     8,     3,     1,     3,     1,     4,     2,     0,     6,     5,     7,     2,     5,     1
441,     8,     5,     8,     5,     0,     1,     6,     4,     8,     6,     6,     1,     0,     0,     2,     2,     5,     4,     7,    10
442,     5,     6,     9,     7,     0,     4,     3,     6,    10,     4,     3,     2,     1,     0,     0,     3,     1,     5,     7,     9
443,     3,     6,     5,     3,     0,     1,     2,     5,     7,     6,     5,     1,     1,     1,     2,     3,     1,     5,     7,    10
444,     5,     7,     5,     9,     0,     2,     6,     8,     8,     4,     4,     2,     2,     0,     2,     3,     0,     1,     9,     8
445,     1,     1,     2,     9,     3,     1,     7,     6,     2,     6,     1,     4,     5,     1,     5,     5,     8,     5,     3,     0
446,     2,     5,     8,     0,     1,     1,     1,     8,     3,     9,     2,     7,     9,     5,     4,     2,     8,     5,     0,     0
